Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
23337,ID-2014-67581,2014-08-07,2014-08-09,First Class,JP-15520,Jeremy Pistek,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-ST-10003286,Office Supplies,Storage,"Rogers Lockers, Wire Frame",874.3634999999999,5,0.17,-10.636500000000012,27.22,Medium
26293,ID-2011-34037,2011-03-02,2011-03-02,Same Day,MZ-17515,Mary Zewe,Corporate,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10002350,Technology,Copiers,"Canon Wireless Fax, Digital",1055.4569999999999,3,0.07,-34.08300000000001,27.16,Medium
20950,ID-2013-53084,2013-07-22,2013-07-25,Second Class,TH-21100,Thea Hendricks,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled",254.03430000000003,1,0.47000000000000003,-95.88570000000001,27.05,High
29228,IN-2013-65768,2013-04-03,2013-04-06,Second Class,EH-13990,Erica Hackney,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,APAC,Southeast Asia,FUR-FU-10000496,Furniture,Furnishings,"Eldon Clock, Duo Pack",165.21359999999999,4,0.27,45.21359999999999,27.03,Critical
22331,IN-2014-52062,2014-05-09,2014-05-13,Standard Class,SC-20380,Shahid Collister,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-AC-10004848,Technology,Accessories,"SanDisk Memory Card, Erganomic",233.66639999999998,4,0.47000000000000003,-167.6136,27.0,High
29144,IN-2014-79271,2014-06-18,2014-06-21,First Class,PF-19225,Phillip Flathmann,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10002697,Technology,Copiers,"Brother Wireless Fax, High-Speed",350.61929999999995,1,0.07,82.92929999999998,26.85,Medium
27435,ID-2013-17377,2013-07-19,2013-07-23,Standard Class,MT-18070,Michelle Tran,Home Office,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-BI-10000089,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",164.7135,7,0.17,63.4935,26.46,High
22897,ID-2011-23992,2011-12-26,2011-12-26,Same Day,GA-14725,Guy Armstrong,Consumer,Jambi,Jambi,Indonesia,APAC,Southeast Asia,FUR-CH-10004810,Furniture,Chairs,"Hon Swivel Stool, Set of Two",242.214,2,0.27,-19.926000000000016,26.37,Medium
22605,ID-2013-19666,2013-07-11,2013-07-17,Standard Class,SV-20785,Stewart Visinsky,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-AC-10000269,Technology,Accessories,"Memorex Numeric Keypad, USB",319.20840000000004,14,0.47000000000000003,-186.89160000000004,26.31,Medium
23493,ID-2013-11091,2013-05-14,2013-05-19,Standard Class,ML-17410,Maris LaWare,Consumer,Yogyakarta,Yogyakarta,Indonesia,APAC,Southeast Asia,OFF-ST-10003295,Office Supplies,Storage,"Tenex Lockers, Blue",169.44449999999998,1,0.17,18.364500000000007,26.3,High
28413,IN-2011-28346,2011-11-03,2011-11-07,Standard Class,SW-20455,Shaun Weien,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10003546,Technology,Phones,"Apple Signal Booster, with Caller ID",226.839,2,0.17,21.818999999999996,26.24,High
29470,ID-2014-34254,2014-11-04,2014-11-11,Standard Class,BF-11170,Ben Ferrer,Home Office,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-BO-10004541,Furniture,Bookcases,"Dania Library with Doors, Mobile",678.7512,2,0.07,72.9312,26.09,Medium
29561,ID-2013-35584,2013-06-17,2013-06-21,Standard Class,KD-16495,Keith Dawkins,Corporate,Kendari,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia,OFF-ST-10003964,Office Supplies,Storage,"Fellowes Lockers, Industrial",689.9291999999999,4,0.17,-41.5908,26.07,Medium
29430,ID-2013-55961,2013-03-28,2013-03-31,First Class,PW-19240,Pierre Wener,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-SU-10004696,Office Supplies,Supplies,"Acme Shears, Easy Grip",136.58100000000002,5,0.47000000000000003,-95.469,26.06,High
21838,ID-2012-31426,2012-02-16,2012-02-20,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10000560,Technology,Copiers,"Hewlett Ink, High-Speed",273.1968,2,0.07,-14.743200000000002,25.98,Medium
29755,ID-2013-27856,2013-12-09,2013-12-13,Standard Class,EH-14185,Evan Henry,Consumer,Bogor,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10002117,Furniture,Chairs,"Hon Steel Folding Chair, Red",297.183,5,0.27,44.73299999999999,25.81,Medium
20947,ID-2013-53084,2013-07-22,2013-07-25,Second Class,TH-21100,Thea Hendricks,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,TEC-CO-10000825,Technology,Copiers,"Brother Ink, Color",691.6410000000001,5,0.07,-15.009000000000007,25.8,High
30131,ID-2013-72397,2013-04-01,2013-04-07,Standard Class,EM-14065,Erin Mull,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-CH-10004339,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",375.4098,6,0.27,-36.07020000000003,25.79,Medium
23969,ID-2014-24293,2014-10-22,2014-10-26,Standard Class,DB-13060,Dave Brooks,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10004760,Technology,Phones,"Samsung Office Telephone, with Caller ID",162.3978,3,0.17,-23.5422,25.75,High
27365,IN-2012-13198,2012-10-27,2012-10-29,First Class,JK-15730,Joe Kamberova,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10004664,Technology,Phones,"Nokia Smart Phone, with Caller ID",4242.3624,8,0.17,459.96239999999966,25.704000000000004,High
22957,IN-2012-26883,2012-12-11,2012-12-15,Standard Class,JW-15220,Jane Waco,Corporate,Manado,Sulawesi Utara,Indonesia,APAC,Southeast Asia,TEC-CO-10003777,Technology,Copiers,"Hewlett Copy Machine, Color",730.6173,3,0.07,102.05729999999997,25.65,High
22801,IN-2014-78151,2014-12-11,2014-12-16,Standard Class,NH-18610,Nicole Hansen,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-ST-10000007,Office Supplies,Storage,"Fellowes File Cart, Single Width",455.9688,4,0.17,181.28879999999998,25.54,Medium
28097,ID-2013-30201,2013-12-28,2014-01-02,Standard Class,VW-21775,Victoria Wilson,Corporate,Pematangsiantar,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10003020,Office Supplies,Storage,"Tenex Lockers, Industrial",339.6858,2,0.17,32.72580000000001,25.49,Medium
27494,ID-2013-23355,2013-01-24,2013-01-27,Second Class,MR-17545,Mathew Reese,Home Office,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10002681,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",218.3868,6,0.27,-12.013200000000012,25.48,Medium
21485,ID-2014-11826,2014-12-17,2014-12-20,Second Class,TP-21565,Tracy Poddar,Corporate,Surakarta,Jawa Tengah,Indonesia,APAC,Southeast Asia,OFF-AP-10000900,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",152.5125,5,0.17,-18.487500000000004,25.47,High
22126,IN-2013-61288,2013-07-16,2013-07-20,Standard Class,FW-14395,Fred Wasserman,Corporate,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,TEC-MA-10002459,Technology,Machines,"StarTech Printer, White",422.60280000000006,2,0.17,10.162799999999976,25.47,Medium
29551,IN-2014-44257,2014-04-16,2014-04-18,Second Class,SV-20785,Stewart Visinsky,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-BI-10002562,Office Supplies,Binders,"Ibico Binding Machine, Durable",263.5416,6,0.17,76.1616,25.41,High
24538,IN-2013-22823,2013-08-02,2013-08-06,Standard Class,KW-16435,Katrina Willman,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-CH-10003581,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",663.8765999999998,2,0.27,81.81660000000005,25.4,Medium
23332,ID-2011-41583,2011-11-25,2011-11-29,Standard Class,VG-21805,Vivek Grady,Corporate,Bogor,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-MA-10000354,Technology,Machines,"StarTech Calculator, Wireless",232.16760000000002,7,0.17,-8.492400000000004,25.35,High
24908,IN-2014-23663,2014-02-07,2014-02-11,Standard Class,BT-11485,Brad Thomas,Home Office,Yogyakarta,Yogyakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10003613,Technology,Phones,"Apple Signal Booster, VoIP",340.48260000000005,3,0.17,12.252599999999987,25.35,Medium
26235,IN-2014-51635,2014-01-22,2014-01-22,Same Day,JK-15625,Jim Karlsson,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10001674,Technology,Copiers,"Sharp Personal Copier, Color",112.9392,1,0.07,37.6392,25.04,High
23353,IN-2011-76842,2011-04-13,2011-04-17,Standard Class,SV-20785,Stewart Visinsky,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,TEC-CO-10002587,Technology,Copiers,"Sharp Fax and Copier, Laser",470.3939999999999,3,0.07,202.284,24.86,Medium
22708,ID-2012-40064,2012-08-27,2012-09-02,Standard Class,MD-17350,Maribeth Dona,Consumer,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,TEC-MA-10003553,Technology,Machines,"Epson Printer, Red",431.21819999999997,2,0.17,-41.581799999999994,24.68,Medium
23107,ID-2013-76849,2013-05-15,2013-05-17,Second Class,MZ-17515,Mary Zewe,Corporate,Balikpapan,Kalimantan Timur,Indonesia,APAC,Southeast Asia,FUR-FU-10003414,Furniture,Furnishings,"Tenex Clock, Duo Pack",220.3578,6,0.27,36.21779999999998,24.62,High
25791,IN-2012-11217,2012-08-07,2012-08-09,First Class,DK-12985,Darren Koutras,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",348.0272999999999,3,0.17,16.737299999999976,24.6,Medium
24584,IN-2014-16061,2014-10-14,2014-10-19,Standard Class,BT-11485,Brad Thomas,Home Office,Balikpapan,Kalimantan Timur,Indonesia,APAC,Southeast Asia,OFF-ST-10001567,Office Supplies,Storage,"Smead File Cart, Single Width",213.19379999999995,2,0.17,64.21379999999999,24.54,High
24128,IN-2012-20765,2012-10-29,2012-11-03,Standard Class,CH-12070,Cathy Hwang,Home Office,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10004714,Technology,Phones,"Motorola Office Telephone, VoIP",119.27099999999999,2,0.17,38.75099999999999,24.4,High
24798,ID-2014-26001,2014-10-01,2014-10-05,Standard Class,BT-11530,Bradley Talbott,Home Office,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10001921,Technology,Phones,"Nokia Signal Booster, with Caller ID",339.885,3,0.17,-24.61500000000001,24.26,Medium
22826,IN-2014-76205,2014-12-01,2014-12-06,Standard Class,KB-16405,Katrina Bavinger,Home Office,Palembang,Sumatera Selatan,Indonesia,APAC,Southeast Asia,OFF-ST-10003206,Office Supplies,Storage,"Eldon Shelving, Blue",321.5088,8,0.17,116.06880000000001,24.06,Medium
24679,IN-2011-30719,2011-12-16,2011-12-19,Second Class,BF-11020,Barry Französisch,Corporate,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-BI-10000621,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",101.09400000000001,4,0.17,38.934,23.94,Critical
29530,IN-2013-16712,2013-10-22,2013-10-24,Second Class,JL-15175,James Lanier,Home Office,Kendari,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia,TEC-PH-10003546,Technology,Phones,"Apple Signal Booster, with Caller ID",226.839,2,0.17,21.818999999999996,23.91,High
26650,IN-2014-23894,2014-04-02,2014-04-05,Second Class,LP-17095,Liz Preis,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-AC-10004938,Technology,Accessories,"Belkin Mouse, Bluetooth",86.3052,4,0.47000000000000003,-53.854800000000004,23.8,Critical
29611,ID-2014-62856,2014-07-29,2014-08-02,Second Class,BP-11290,Beth Paige,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-MA-10003624,Technology,Machines,"StarTech Inkjet, Wireless",1252.3455000000001,5,0.17,437.5454999999999,23.67,Medium
29625,ID-2012-39903,2012-01-02,2012-01-06,Standard Class,JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-CO-10000679,Technology,Copiers,"Hewlett Personal Copier, High-Speed",264.9941999999999,2,0.07,-17.125799999999998,23.62,High
25913,IN-2011-39308,2011-01-11,2011-01-18,Standard Class,DF-13135,David Flashing,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10003613,Office Supplies,Art,"Sanford Canvas, Easy-Erase",333.6903,9,0.27,13.470300000000009,23.56,Medium
23150,IN-2012-42479,2012-12-03,2012-12-05,Second Class,VD-21670,Valerie Dominguez,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10003823,Technology,Phones,"Apple Headset, Full Size",123.75299999999999,2,0.17,32.793,23.5,High
25265,ID-2012-36977,2012-06-13,2012-06-18,Standard Class,RE-19450,Richard Eichhorn,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10002283,Technology,Copiers,"Brother Copy Machine, Color",484.5114,2,0.07,151.0314,23.47,Medium
26648,IN-2014-23894,2014-04-02,2014-04-05,Second Class,LP-17095,Liz Preis,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-AR-10000578,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",110.48549999999999,5,0.27,-30.3645,23.39,Critical
30053,ID-2013-72362,2013-06-04,2013-06-09,Standard Class,CS-11845,Cari Sayre,Corporate,Pekanbaru,Riau,Indonesia,APAC,Southeast Asia,TEC-AC-10002601,Technology,Accessories,"SanDisk Router, Bluetooth",271.731,2,0.47000000000000003,-61.56900000000002,23.04,Medium
26665,ID-2011-39721,2011-05-12,2011-05-17,Standard Class,PB-19210,Phillip Breyer,Corporate,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-MA-10004533,Technology,Machines,"Konica Receipt Printer, Durable",609.4026000000001,6,0.17,65.98259999999996,22.84,Medium
21160,IN-2011-74070,2011-06-23,2011-06-25,First Class,CA-12265,Christina Anderson,Consumer,Semarang,Jawa Tengah,Indonesia,APAC,Southeast Asia,FUR-FU-10003939,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",151.548,4,0.27,18.587999999999994,22.6,Medium
21591,ID-2013-54036,2013-08-31,2013-09-04,Standard Class,CL-11890,Carl Ludwig,Consumer,Semarang,Jawa Tengah,Indonesia,APAC,Southeast Asia,TEC-CO-10000452,Technology,Copiers,"HP Copy Machine, Laser",1584.0782999999997,7,0.07,-102.2217,22.59,Medium
25615,IN-2011-34191,2011-03-23,2011-03-26,First Class,TS-21505,Tony Sayre,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10001407,Technology,Copiers,"Canon Ink, Digital",136.51469999999998,1,0.07,26.414699999999996,22.55,High
28904,ID-2013-52594,2013-04-10,2013-04-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10001535,Technology,Phones,"Nokia Speaker Phone, Cordless",313.74,3,0.17,15.11999999999999,22.5,Medium
25742,ID-2011-35045,2011-07-31,2011-08-03,First Class,RP-19270,Rachel Payne,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-FU-10002699,Furniture,Furnishings,"Eldon Photo Frame, Erganomic",82.8258,2,0.27,-2.314200000000003,22.47,Critical
24639,ID-2013-61736,2013-12-02,2013-12-05,First Class,PC-19000,Pauline Chand,Home Office,Manado,Sulawesi Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10001719,Office Supplies,Storage,"Tenex Trays, Industrial",136.17809999999997,3,0.17,-23.0319,22.45,Critical
27021,IN-2014-74588,2014-10-20,2014-10-24,Standard Class,OT-18730,Olvera Toch,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10004447,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two",436.0727999999999,4,0.27,-149.4072,22.42,Medium
29400,ID-2012-59181,2012-07-24,2012-07-26,First Class,HA-14920,Helen Andreada,Consumer,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AP-10002017,Office Supplies,Appliances,"Cuisinart Blender, Red",166.80510000000004,3,0.17,1.9250999999999863,22.39,High
21735,ID-2014-43690,2014-05-25,2014-05-29,Standard Class,LS-16945,Linda Southworth,Corporate,Samarinda,Kalimantan Timur,Indonesia,APAC,Southeast Asia,OFF-ST-10003411,Office Supplies,Storage,"Eldon Trays, Wire Frame",156.1728,4,0.17,-3.7871999999999986,22.23,High
24823,ID-2012-43921,2012-09-08,2012-09-15,Standard Class,RH-19555,Ritsa Hightower,Consumer,Semarang,Jawa Tengah,Indonesia,APAC,Southeast Asia,TEC-PH-10003491,Technology,Phones,"Samsung Office Telephone, Full Size",662.4395999999999,12,0.17,-71.96039999999999,22.08,Medium
22887,IN-2013-11168,2013-12-16,2013-12-23,Standard Class,CM-12160,Charles McCrossin,Consumer,Balikpapan,Kalimantan Timur,Indonesia,APAC,Southeast Asia,TEC-PH-10004655,Technology,Phones,"Apple Speaker Phone, Cordless",418.818,4,0.17,40.337999999999994,22.02,Medium
24181,ID-2012-67707,2012-04-16,2012-04-22,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,APAC,Southeast Asia,OFF-ST-10004703,Office Supplies,Storage,"Tenex Folders, Single Width",154.38,8,0.17,5.580000000000002,21.99,Low
29334,IN-2011-56878,2011-11-14,2011-11-21,Standard Class,EB-14110,Eugene Barchas,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10000210,Furniture,Bookcases,"Ikea Library with Doors, Pine",1356.8328,4,0.07,335.51279999999997,21.96,Medium
25046,IN-2013-68708,2013-05-29,2013-06-02,Standard Class,AC-10450,Amy Cox,Consumer,Palu,Sulawesi Tengah,Indonesia,APAC,Southeast Asia,FUR-BO-10001679,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",264.9384,2,0.07,99.69840000000002,21.66,Medium
28354,IN-2014-77920,2014-06-17,2014-06-18,First Class,SC-20020,Sam Craven,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-SU-10003592,Office Supplies,Supplies,"Acme Ruler, High Speed",88.56300000000002,10,0.47000000000000003,-71.93700000000001,21.66,High
22795,ID-2013-30915,2013-06-10,2013-06-16,Standard Class,TB-21520,Tracy Blumstein,Consumer,Samarinda,Kalimantan Timur,Indonesia,APAC,Southeast Asia,TEC-MA-10002680,Technology,Machines,"Konica Inkjet, White",515.5794000000001,2,0.17,37.25939999999997,21.6,Medium
23137,ID-2012-15641,2012-09-05,2012-09-10,Standard Class,SW-20455,Shaun Weien,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-BI-10002881,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",243.82080000000002,6,0.17,-44.1792,21.58,Medium
22875,ID-2014-20114,2014-08-18,2014-08-22,Second Class,TB-21520,Tracy Blumstein,Consumer,Semarang,Jawa Tengah,Indonesia,APAC,Southeast Asia,OFF-AR-10002417,Office Supplies,Art,"Boston Sketch Pad, Water Color",264.5958,7,0.27,-58.17420000000001,21.56,Medium
30256,IN-2013-43522,2013-10-07,2013-10-08,First Class,CC-12685,Craig Carroll,Consumer,Dumai,Riau,Indonesia,APAC,Southeast Asia,FUR-CH-10002207,Furniture,Chairs,"Hon Chairmat, Set of Two",126.5382,3,0.27,29.42820000000001,21.53,Critical
23924,ID-2013-50487,2013-11-01,2013-11-07,Standard Class,CS-12250,Chris Selesnick,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-CH-10003551,Furniture,Chairs,"Hon Swivel Stool, Black",470.76240000000007,4,0.27,135.36239999999998,21.49,Medium
24735,IN-2012-64116,2012-11-20,2012-11-20,Same Day,AR-10345,Alex Russell,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10003549,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",180.4572,1,0.07,15.517199999999995,21.48,High
26512,ID-2013-24643,2013-05-03,2013-05-07,Standard Class,PR-18880,Patrick Ryan,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,OFF-AP-10002239,Office Supplies,Appliances,"Hoover Toaster, White",203.63219999999998,3,0.17,36.77220000000001,21.33,High
26661,ID-2011-39721,2011-05-12,2011-05-17,Standard Class,PB-19210,Phillip Breyer,Corporate,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,FUR-TA-10003222,Furniture,Tables,"Barricks Wood Table, with Bottom Storage",273.97290000000004,1,0.47000000000000003,-139.57710000000006,21.33,Medium
21977,IN-2012-32175,2012-05-07,2012-05-13,Standard Class,EB-14110,Eugene Barchas,Consumer,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,FUR-FU-10004509,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",197.49419999999998,6,0.27,5.254199999999997,21.22,Medium
30134,ID-2011-38832,2011-01-15,2011-01-15,Same Day,MC-18100,Mick Crebagga,Consumer,Denpasar,Bali,Indonesia,APAC,Southeast Asia,OFF-AR-10000989,Office Supplies,Art,"Binney & Smith Canvas, Blue",149.97119999999998,4,0.27,-49.3488,21.15,Critical
30135,ID-2011-38832,2011-01-15,2011-01-15,Same Day,MC-18100,Mick Crebagga,Consumer,Denpasar,Bali,Indonesia,APAC,Southeast Asia,OFF-AR-10000251,Office Supplies,Art,"Stanley Markers, Fluorescent",51.377399999999994,3,0.27,-0.012599999999999056,21.13,Critical
29053,ID-2012-38503,2012-03-15,2012-03-15,Same Day,EM-13960,Eric Murdock,Consumer,Denpasar,Bali,Indonesia,APAC,Southeast Asia,TEC-MA-10004424,Technology,Machines,"Panasonic Phone, Durable",282.0672,4,0.17,-3.4128000000000114,21.0,High
29113,ID-2014-15025,2014-08-20,2014-08-26,Standard Class,CC-12430,Chuck Clark,Home Office,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,TEC-PH-10000720,Technology,Phones,"Samsung Audio Dock, Full Size",418.6188,3,0.17,105.86879999999996,20.97,Medium
22053,ID-2013-53007,2013-08-27,2013-08-29,First Class,TS-21340,Toby Swindell,Consumer,Banda Aceh,Aceh,Indonesia,APAC,Southeast Asia,TEC-PH-10003481,Technology,Phones,"Apple Office Telephone, Full Size",110.50619999999998,2,0.17,-1.3338000000000036,20.72,Medium
28561,ID-2013-36662,2013-07-22,2013-07-22,Same Day,TG-21310,Toby Gnade,Consumer,Palu,Sulawesi Tengah,Indonesia,APAC,Southeast Asia,TEC-AC-10001664,Technology,Accessories,"SanDisk Keyboard, USB",129.88710000000003,3,0.47000000000000003,-46.60290000000002,20.65,High
25101,IN-2012-20149,2012-11-30,2012-12-06,Standard Class,MS-17530,MaryBeth Skach,Consumer,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10000594,Technology,Copiers,"Hewlett Fax and Copier, Laser",717.4764,4,0.07,146.5164,20.51,Medium
23454,IN-2014-37033,2014-08-27,2014-08-31,Standard Class,AT-10435,Alyssa Tate,Home Office,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10000660,Office Supplies,Art,"Boston Canvas, Water Color",290.35020000000003,7,0.27,-107.38980000000002,20.49,Medium
28096,ID-2013-30201,2013-12-28,2014-01-02,Standard Class,VW-21775,Victoria Wilson,Corporate,Pematangsiantar,Sumatera Utara,Indonesia,APAC,Southeast Asia,FUR-CH-10003551,Furniture,Chairs,"Hon Swivel Stool, Black",235.38120000000004,2,0.27,67.68119999999999,20.4,Medium
25304,IN-2013-10181,2013-03-26,2013-03-30,Standard Class,BB-10990,Barry Blumstein,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-CH-10004089,Furniture,Chairs,"Harbour Creations Bag Chairs, Set of Two",93.2502,2,0.27,2.5301999999999936,20.18,High
29591,IN-2014-59048,2014-09-10,2014-09-17,Standard Class,BF-11020,Barry Französisch,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10004929,Technology,Copiers,"Canon Personal Copier, Color",268.1748,2,0.07,17.254799999999996,20.16,Low
20391,ID-2011-74721,2011-05-04,2011-05-05,First Class,HG-14845,Harry Greene,Consumer,Yogyakarta,Yogyakarta,Indonesia,APAC,Southeast Asia,OFF-FA-10001010,Office Supplies,Fasteners,"Stockwell Clamps, Metal",82.04400000000001,8,0.47000000000000003,-32.676000000000016,20.1,High
22223,IN-2014-37712,2014-11-14,2014-11-16,Second Class,BK-11260,Berenike Kampe,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-BI-10002329,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",121.88550000000001,5,0.17,48.385499999999986,20.0,High
24425,IN-2014-39077,2014-07-19,2014-07-23,Standard Class,JK-16120,Julie Kriz,Home Office,Palembang,Sumatera Selatan,Indonesia,APAC,Southeast Asia,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",218.38679999999997,2,0.27,-50.8932,19.97,High
26164,IN-2013-78466,2013-02-15,2013-02-18,Second Class,AH-10030,Aaron Hawkins,Corporate,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,OFF-SU-10001731,Office Supplies,Supplies,"Elite Letter Opener, High Speed",70.755,5,0.47000000000000003,2.6550000000000082,19.96,Critical
22792,ID-2013-30915,2013-06-10,2013-06-16,Standard Class,TB-21520,Tracy Blumstein,Consumer,Samarinda,Kalimantan Timur,Indonesia,APAC,Southeast Asia,TEC-CO-10000269,Technology,Copiers,"HP Ink, Laser",478.76399999999995,4,0.07,-0.036000000000001364,19.93,Medium
22604,ID-2013-19666,2013-07-11,2013-07-17,Standard Class,SV-20785,Stewart Visinsky,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-FU-10004780,Furniture,Furnishings,"Deflect-O Frame, Duo Pack",321.492,4,0.27,-114.58800000000002,19.92,Medium
23160,ID-2011-37621,2011-06-30,2011-07-02,First Class,PM-19135,Peter McVee,Home Office,Kendari,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia,OFF-AR-10000465,Office Supplies,Art,"Sanford Markers, Blue",67.88999999999999,4,0.27,-8.43,19.88,Critical
29382,IN-2014-17972,2014-03-26,2014-03-29,First Class,AP-10915,Arthur Prichep,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-AR-10003774,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",100.06109999999998,3,0.27,19.1511,19.68,Critical
